1,MHB_0010001,0,1,0,1,0,0,14,0,0,1,0
1,MHB_0010002,0,1,1,1,0,0,14,0,0,1,0
1,MHB_0010003,0,1,2,1,0,0,14,0,0,1,0
1,MHB_0010004,0,1,3,1,0,0,14,0,0,1,0
1,MHB_0010005,0,1,4,1,0,0,14,0,0,1,0
1,MHB_0010006,0,1,5,1,0,0,14,0,0,1,0
1,MHB_0010007,0,1,6,1,0,0,14,0,0,1,0
1,MHB_0010008,0,1,7,1,0,0,14,0,0,1,0
1,MHB_0010009,0,1,8,1,0,0,14,0,0,1,0
1,MHB_0010010,0,1,9,1,0,0,14,0,0,1,0
1,MHB_0010011,0,1,10,1,0,0,14,0,0,1,0
1,MHB_0010012,0,1,11,1,0,0,14,0,0,1,0
1,MHB_0010013,0,1,12,1,0,0,14,0,0,1,0
1,MHB_0010014,0,1,13,1,0,0,14,0,0,1,0
1,MHB_0010015,0,1,14,1,0,0,14,0,0,1,0
1,MHB_0010016,0,1,15,1,0,0,14,0,0,1,0
1,MHB_0010017,0,1,16,1,0,0,14,0,0,1,0
1,MHB_0010018,0,1,17,1,0,0,14,0,0,1,0
1,MHB_0010019,0,1,18,1,0,0,14,0,0,1,0
1,MHB_0010020,0,1,19,1,0,0,14,0,0,1,0
1,MHB_0010021,0,1,20,1,0,0,14,0,0,1,0
1,MHB_0010022,0,1,21,1,0,0,14,0,0,1,0
1,MHB_0010023,0,1,22,1,0,0,14,0,0,1,0
1,MHB_0010024,0,1,23,1,0,0,14,0,0,1,0
1,MHB_0010025,0,1,24,1,0,0,14,0,0,1,0
1,MHB_0010026,0,1,25,1,0,0,14,0,0,1,0
1,MHB_0010027,0,1,26,1,0,0,14,0,0,1,0
1,MHB_0010028,0,1,27,1,0,0,14,0,0,1,0
1,MHB_0010029,0,1,28,1,0,0,14,0,0,1,0
1,MHB_0010030,0,1,29,1,0,0,14,0,0,1,0
1,MHB_0010031,0,1,30,1,0,0,14,0,0,1,0
1,MHB_0010032,0,1,31,1,0,0,14,0,0,1,0
1,MHB_0010033,0,1,32,1,0,0,14,0,0,1,0
1,MHB_0010034,0,1,33,1,0,0,14,0,0,1,0
1,MHB_0010035,0,1,34,1,0,0,14,0,0,1,0
1,MHB_0010036,0,1,35,1,0,0,14,0,0,1,0
1,MHB_0010037,0,1,36,1,0,0,14,0,0,1,0
1,MHB_0010038,0,1,37,1,0,0,14,0,0,1,0
1,MHB_0010039,0,1,38,1,0,0,14,0,0,1,0
